Business Name,Type of cuisine
Restaurante El Invernadero Mercado Victoria,Mediterranean
Restaurante El Invernadero Mercado Victoria, Spanish
Restaurante El Invernadero Mercado Victoria, Mexican
Restaurante El Invernadero Mercado Victoria, Japanese
Restaurante El Invernadero Mercado Victoria, American
Restaurante El Invernadero Mercado Victoria, International
nuevo GRIS'S,Mediterranean
nuevo GRIS'S, Spanish
El Mirador del Rio,Spanish
El Mirador del Rio, Mediterranean
El Jardín del Delirio,Spanish
El Jardín del Delirio, Mediterranean
Mirad Que Chévere,Latin
Mirad Que Chévere, Venezuelan
Luz a zul,Spanish
101 Tapas,Mediterranean
101 Tapas, European
101 Tapas, Spanish
101 Tapas, Bar
101 Tapas, Pub
Restaurante Almenara,International
Restaurante Almenara, Mediterranean
Restaurante Almenara, Spanish
Mil Sabores,Healthy
Mil Sabores, Spanish
Asador El Nido,Grill
Asador El Nido, Spanish
Asador El Nido, Steakhouse
Asador El Nido, Fast Food
Asador El Nido, Street Food
Cafe Doc,Spanish
Cafe Doc, Mediterranean
Paellamar Tirso de Molina,Mediterranean
Paellamar Tirso de Molina, Spanish
Bulebar Cafe,Cafe
Bulebar Cafe, Spanish
Bulebar Cafe, Mediterranean
CAPON by Jhosef Arias,Peruvian
CAPON by Jhosef Arias, Latin
CAPON by Jhosef Arias, Chinese
CAPON by Jhosef Arias, Japanese
CAPON by Jhosef Arias, Spanish
CAPON by Jhosef Arias, South American
Taberna El Abanico Ribera,Mediterranean
Taberna El Abanico Ribera, Spanish
Casa Coronel,Steakhouse
Casa Coronel, Spanish
Casa Coronel, Grill
Casa Coronel, Mediterranean
Costasol Gastrobar,Spanish
Costasol Gastrobar, Mediterranean
Ritual Fruit,Cafe
Ritual Fruit, Spanish
El Raco Del Pintxo,Brew Pub
El Raco Del Pintxo, Spanish
El Raco Del Pintxo, Pub
Heladeria Corredera 6,Spanish
Restaurante La Victoria,Spanish
Plaques Cocina,Spanish
Pizzaiolo San Felipe,Italian
Pizzaiolo San Felipe, European
Pizzaiolo San Felipe, Pizza
Pizzaiolo San Felipe, Mediterranean
Todo con sabor,Caribbean
Todo con sabor, Spanish
Todo con sabor, South American
Todo con sabor, Ecuadorean
La Eskinita Córdoba,Spanish
Taberna La Romana,Spanish
Taberna La Romana, Mediterranean
Havana Café,International
Havana Café, Mediterranean
Havana Café, Healthy
Havana Café, Fruit parlours
Los 60 Gastro Bar,Spanish
Asador La Buena Cocina,Mediterranean
Asador La Buena Cocina, Spanish
PadThaiWok - La Latina,Asian
PadThaiWok - La Latina, Thai
El Retablo de Kelly,Peruvian
El Retablo de Kelly, Fusion
El Retablo de Kelly, South American
TAPIOCA Chill & Cocina,Latin
Contramar | Taberna Marinera,Seafood
Contramar | Taberna Marinera, Spanish
La Mordida Calle Segovia,Mexican
Shao Asian Grill,Barbecue
Shao Asian Grill, Japanese
La Cebada Casa Antonio,Spanish
Cascorro Bistrot,French
Cascorro Bistrot, Wine Bar
Pizzería Arezzo,Italian
Pizzería Arezzo, Pizza
Pizzería Arezzo, Fast Food
La Albahaca,Steakhouse
La Albahaca, Spanish
Restaurante Colores,African
MENA - Apulian food,Italian
MENA - Apulian food, Street Food
MENA - Apulian food, Southern-Italian
La Taberna de al Lado,Cafe
La Taberna de al Lado, Spanish
La Taberna de al Lado, Pub
La Taberna de al Lado, Gastropub
La Taberna de al Lado, Argentinean
La Taberna de al Lado, South American
Hong Kong 70,Chinese
Hong Kong 70, Asian
Hong Kong 70, Street Food
Poco a poco Café & Bar,Chinese
Poco a poco Café & Bar, Bar
Poco a poco Café & Bar, Cafe
Poco a poco Café & Bar, Street Food
Sombrero en Ascuas,Street Food
Sombrero en Ascuas, Mediterranean
Sombrero en Ascuas, Spanish
LAP Bar Cafe,Cafe
Leka Ópera Bar & tapas,Mediterranean
Leka Ópera Bar & tapas, Spanish
Estando Contigo,Italian
Estando Contigo, Mediterranean
Estando Contigo, Spanish
Estando Contigo, Asian
Estando Contigo, Fusion
Restaurante Arrabal,Mediterranean
Restaurante Arrabal, Spanish
Restaurante Arrabal, International
La Tuerta Funky Castizo,Spanish
La Tuerta Funky Castizo, European
Las Muns Calle Mayor,Argentinean
Las Muns Calle Mayor, Fast Food
Las Muns Calle Mayor, International
Las Muns Calle Mayor, Healthy
Las Muns Calle Mayor, Street Food
Bocono Specialty Coffee Roaster,Cafe
Restaurante La Suegra,Colombian
Restaurante La Suegra, Latin
La Esquina Mexicana,Mexican
La Esquina Mexicana, Latin
La Esquina Mexicana, Spanish
La Esquina Mexicana, Healthy
La Esquina Mexicana, Dining bars
Lalternativa,Contemporary
Lalternativa, Mediterranean
Lalternativa, Spanish
Restaurante Los angeles,Mediterranean
Restaurante Los angeles, Spanish
Cafeeke Cervezas & Tapas de Belgica,Belgian
Cafeeke Cervezas & Tapas de Belgica, Spanish
Cafeeke Cervezas & Tapas de Belgica, Pub
Cafeeke Cervezas & Tapas de Belgica, Bar
Cafeeke Cervezas & Tapas de Belgica, European
El Estribito Chil-mex,Mexican
El Estribito Chil-mex, Latin
El Estribito Chil-mex, Chilean
El Estribito Chil-mex, South American
El Estribito Chil-mex, American
Livin'Japan,Japanese
Livin'Japan, Asian
El Mono Bikers & Beer Bar,Bar
El Mono Bikers & Beer Bar, Mediterranean
El Mono Bikers & Beer Bar, Spanish
El Mono Bikers & Beer Bar, Dining bars
El Mono Bikers & Beer Bar, Beer restaurants
Arzábal Reina Sofia Museum,Mediterranean
Arzábal Reina Sofia Museum, European
Arzábal Reina Sofia Museum, Spanish
El Ideal,Mediterranean
"La Tagliatella C.C. Príncipe Pío, Madrid",Italian
"La Tagliatella C.C. Príncipe Pío, Madrid", Pizza
"La Tagliatella C.C. Príncipe Pío, Madrid", Mediterranean
CUXTA Antojitos-Drinks & Shop,Mexican
CUXTA Antojitos-Drinks & Shop, Bar
CUXTA Antojitos-Drinks & Shop, Fast Food
CUXTA Antojitos-Drinks & Shop, Central American
CUXTA Antojitos-Drinks & Shop, South American
Restaurante Cruz Blanca,Spanish
Bombilla gastrobar Sant Ana,Spanish
Bombilla gastrobar Sant Ana, Bar
Bombilla gastrobar Sant Ana, Mediterranean
Bombilla gastrobar Sant Ana, Fusion
Chiquita,Spanish
Chiquita, Mediterranean
La Buha La Latina,Bar
La Buha La Latina, Mediterranean
La Buha La Latina, European
La Buha La Latina, Spanish
El secreto de Madrid club gastronomico,Cafe
El secreto de Madrid club gastronomico, Mediterranean
El secreto de Madrid club gastronomico, Spanish
El secreto de Madrid club gastronomico, Fusion
Maestro Churrero,Cafe
Maestro Churrero, Spanish
La Cabra En El Tejado,Cafe
La Cabra En El Tejado, Mediterranean
La Cabra En El Tejado, Pub
La Cabra En El Tejado, Healthy
Saporem Ventura,Mediterranean
Saporem Ventura, European
Saporem Ventura, Spanish
Cafeteria Oskar,Fast Food
Cafeteria Oskar, Spanish
Cafeteria Oskar, Cafe
Cafeteria Oskar, Bar
Cafeteria Oskar, Pub
Abaco Taberna,Spanish
La Cuchara Lavapies,Spanish
TAM COC,Vietnamese
TAM COC, Asian
Casa María - Mercado de Producto Madrid,Spanish
Casa María - Mercado de Producto Madrid, Mediterranean
Bistronomika,Seafood
Bistronomika, Mediterranean
Bistronomika, European
Bistronomika, Spanish
La Cueva de 1900 - Arenal,Spanish
La Cueva de 1900 - Arenal, Contemporary
La Cueva de 1900 - Arenal, Dining bars
Cafetería plaza de españa 7,Mediterranean
Cafetería plaza de españa 7, Spanish
Taberna Donde el Rastro,Spanish
Taberna Donde el Rastro, Mediterranean
Yan Ken Pon,Sushi
Yan Ken Pon, Asian
Yan Ken Pon, Japanese
Café de Ratas,Bar
Café de Ratas, Cafe
Café de Ratas, Fast Food
Café de Ratas, Pub
Café de Ratas, South American
Pizzería Lungo Fiume,Pizza
Pizzería Lungo Fiume, Italian
El Sueño,International
El Sueño, Fusion
Celicioso Callao,American
La Trucha,Spanish
Hotpot De Sichuan,Chinese
Hotpot De Sichuan, Asian
Yambala,Healthy
Restaurante Gabri,European
Restaurante Gabri, Spanish
Restaurante Gabri, Romanian
Restaurante Gabri, Central European
Mis Tradiciones,Peruvian
Mis Tradiciones, Latin
Mis Tradiciones, International
Mis Tradiciones, Healthy
O'Brian,Irish
O'Brian, Bar
O'Brian, Pub
O'Brian, Brew Pub
O'Brian, Gastropub
Vinos y Viandas,Mediterranean
Vinos y Viandas, Spanish
Vinos y Viandas, Healthy
GOR2.0 Food District,Mediterranean
GOR2.0 Food District, Fusion
El Rubio Restaurant,Cafe
El Rubio Restaurant, Mediterranean
El Rubio Restaurant, Spanish
La Taranta,Spanish
La Taranta, Mediterranean
La Nobia,Mediterranean
La Nobia, Spanish
La Nobia, International
La Nobia, Contemporary
La Nobia, Gastropub
Cerveceria Oldenburg Huertas,Mediterranean
Cerveceria Oldenburg Huertas, American
Cerveceria Oldenburg Huertas, German
Cerveceria Oldenburg Huertas, Brew Pub
Cerveceria Oldenburg Huertas, Pub
RESTAURANTE BRASAYLEÑA C.C. PLAZA RIO 2,Brazilian
RESTAURANTE BRASAYLEÑA C.C. PLAZA RIO 2, Barbecue
Crack Healthy Diner,Bar
Crack Healthy Diner, Gastropub
Crack Healthy Diner, Healthy
Crack Healthy Diner, Cafe
Dona Camila,Spanish
Dona Camila, Bar
Dona Camila, European
Dona Camila, Pub
La Cava del Meninas,Mediterranean
La Cava del Meninas, Spanish
La Tia Cebolla,Bar
La Tia Cebolla, Mediterranean
La Tia Cebolla, Spanish
La Pancheria,American
Revoltosa Prado,Bar
Revoltosa Prado, Spanish
Cerveceria Santa Ana,Bar
Cerveceria Santa Ana, Mediterranean
Cerveceria Santa Ana, European
Cerveceria Santa Ana, Spanish
Ella Sky Bar Madrid,Mediterranean
Ella Sky Bar Madrid, Spanish
La Pecera del Circulo,Cafe
La Pecera del Circulo, Mediterranean
La Pecera del Circulo, European
La Pecera del Circulo, Spanish
La Pecera del Circulo, Contemporary
La Pecera del Circulo, Fusion
Gymage Terrace,International
Gymage Terrace, Spanish
"Bee Beer Debod. Craft Beer, Snacks & Pizza",American
"Bee Beer Debod. Craft Beer, Snacks & Pizza", Eastern European
Priorite Art Coffee Shop,Cafe
Marcelino Rosales,Spanish
Maria Pandora,Bar
Masters Specialty coffee,French
Masters Specialty coffee, American
Masters Specialty coffee, Cafe
La Comidilla,Spanish
la Taperia del Prado,Bar
la Taperia del Prado, Spanish
la Taperia del Prado, Mediterranean
la Taperia del Prado, European
Revoltosa,Bar
Revoltosa, Mediterranean
Revoltosa, European
Revoltosa, Spanish
Healthy Poke La Latina - Plaza Mayor,Healthy
Healthy Poke La Latina - Plaza Mayor, Hawaiian
Healthy Poke La Latina - Plaza Mayor, Japanese
UDON Chueca,Japanese
UDON Chueca, Sushi
UDON Chueca, Asian
UDON Chueca, Fusion
La Pasa Bar,Mediterranean
La Pasa Bar, European
La Pasa Bar, Spanish
Al-Batra,Moroccan
Al-Batra, Middle Eastern
Al-Batra, Mediterranean
VIPS Principe Pio,American
VIPS Principe Pio, Bar
VIPS Principe Pio, Cafe
VIPS Principe Pio, Contemporary
VIPS Principe Pio, Pub
Citynizer Plaza,International
Citynizer Plaza, Spanish
Bar La Aguacatala,Colombian
Bar La Aguacatala, South American
AZ Restaurante,Bar
AZ Restaurante, Mediterranean
AZ Restaurante, European
AZ Restaurante, Spanish
AZ Restaurante, Pub
AZ Restaurante, Dining bars
El Bistró del Teatro,Mediterranean
El Bistró del Teatro, Spanish
El Bistró del Teatro, Brew Pub
Skinazo bar,Bar
Skinazo bar, Spanish
Skinazo bar, Pub
Kyiv Taberna,International
Kyiv Taberna, Spanish
Kyiv Taberna, Russian
Kyiv Taberna, Ukrainian
Agrado Cafe,Cafe
Agrado Cafe, Spanish
Agrado Cafe, Venezuelan
Agrado Cafe, South American
Restaurante Villagodio,Spanish
Restaurante Villagodio, Grill
Restaurante Villagodio, Mediterranean
Restaurante Villagodio, Barbecue
Sagardi en Euskal Extea,European
Sagardi en Euskal Extea, Spanish
Sagardi en Euskal Extea, Mediterranean
Taberna de La Daniela Medinaceli,Mediterranean
Taberna de La Daniela Medinaceli, Spanish
Dlirio,Cafe
Dlirio, International
Dlirio, European
Dlirio, Contemporary
Dlirio, Pub
Dlirio, Gastropub
Dlirio, Beer restaurants
Nigiri Plaza de España,Soups
los Cigarrales,Spanish
La Taqueria de Birra (Comendadoras),Mexican
La Panza es Primero,Mexican
La Panza es Primero, Latin
La Panza es Primero, Central American
La Huerta De Almería,Contemporary
La Huerta De Almería, Healthy
La Huerta De Almería, Street Food
Ferrari Taperibar,Italian
Zuppa,Soups
CHICK Fried Chicken,American
CHICK Fried Chicken, Cajun & Creole
CHICK Fried Chicken, Gastropub
CHICK Fried Chicken, Beer restaurants
Aura Cafe,Cafe
Aura Cafe, Mediterranean
Aura Cafe, Spanish
Aura Cafe, Dining bars
Aura Cafe, Beer restaurants
La playa de lavapies,Bar
Donde da la vuelta el viento,Spanish
Donde da la vuelta el viento, International
Donde da la vuelta el viento, Mediterranean
Golden Bar Restaurant,Mediterranean
Golden Bar Restaurant, Spanish
Restaurante Llega Y Pon,Caribbean
Restaurante Llega Y Pon, Spanish
Restaurante Llega Y Pon, Fusion
Restaurante Llega Y Pon, Cuban
Saint Kuro Madrid,Sushi
Saint Kuro Madrid, Asian
Saint Kuro Madrid, Street Food
Saint Kuro Madrid, Japanese Fusion
Cardena,Mediterranean
Cardena, European
Cardena, Spanish
Lounge Yi,Japanese
Lounge Yi, Sushi
Lounge Yi, Asian
Lounge Yi, Thai
Sobre Lumbre,Healthy
Sobre Lumbre, Mediterranean
Sobre Lumbre, Spanish
Sobre Lumbre, Steakhouse
ENCUENTROS - Cafe Social e Intercultural,Caribbean
ENCUENTROS - Cafe Social e Intercultural, Asian
ENCUENTROS - Cafe Social e Intercultural, Bangladeshi
PrimaDonna Pizza Bar,Italian
PrimaDonna Pizza Bar, Pizza
PrimaDonna Pizza Bar, European
PrimaDonna Pizza Bar, Tuscan
PrimaDonna Pizza Bar, Central-Italian
Ajolote Mexican Grill,Latin
Ajolote Mexican Grill, Spanish
La Croqueta De Marieta Malasaña,Mediterranean
La Croqueta De Marieta Malasaña, Spanish
Piri Piri Frango - Lavapiés,Portuguese
Piri Piri Frango - Lavapiés, European
Restaurante Etiope Habesha,African
Restaurante Etiope Habesha, Ethiopian
Mona Pinkerton,Bar
Mona Pinkerton, Spanish
Mona Pinkerton, Pub
Mama Chico  Corredera Baja de San Pablo,Spanish
La Lonja Taberna,Spanish
La Lonja Taberna, Mediterranean
Su & Si,Japanese
Su & Si, Sushi
Su & Si, Asian
El Turkito,Middle Eastern
El Turkito, Turkish
Nomada Bar Restaurante,Fusion
Restaurante Atocha 107,Mediterranean
Restaurante Atocha 107, Spanish
Restaurante Atocha 107, Healthy
Tayta Chicken Grill & Wok,Peruvian
Tayta Chicken Grill & Wok, Latin
Tayta Chicken Grill & Wok, Spanish
Tayta Chicken Grill & Wok, South American
Urban Orchard Organic Vegan Health Bar,Healthy
Urban Orchard Organic Vegan Health Bar, Bar
La Casa del Pulpo,Bar
La Casa del Pulpo, Spanish
La Burbuja que Rie,Spanish
Restaurante El Valle,Spanish
Restaurante El Valle, Mediterranean
Majos Food,Italian
Majos Food, American
Majos Food, Fusion
Majos Food, Colombian
Majos Food, Southern-Italian
Sushi En Bici,Japanese
Sushi En Bici, Sushi
Sushi En Bici, Asian
La Misa de 8:00,Brew Pub
La Misa de 8:00, Bar
Vermuteria Latazo,Spanish
Vermuteria Latazo, Deli
Vermuteria Latazo, Contemporary
Taquería Los Carnales,Mexican
Taquería Los Carnales, Dining bars
La Lata Cascorro,Spanish
La Lata Cascorro, Bar
La Lata Cascorro, Pub
La Lata Cascorro, Gastropub
PaloSanto,Latin
PaloSanto, Mediterranean
PaloSanto, Spanish
PaloSanto, Fusion
PaloSanto, Bar
Pinkoco Bar,Fusion
Pinkoco Bar, Italian
Pinkoco Bar, Mediterranean
Pinkoco Bar, Spanish
DeMora Lounge Club,American
DeMora Lounge Club, Pub
DeMora Lounge Club, Gastropub
La Zarzamora,Spanish
"""Taberna el Candie",Spanish
Zona 87,Seafood
Zona 87, Mediterranean
Zona 87, South American
AreTapas,Latin
AreTapas, Venezuelan
AreTapas, Mexican
AreTapas, Spanish
Bagatella,Spanish
Bagatella, Mediterranean
Cuchi Cuchi Chicken House,Fast Food
Cuchi Cuchi Chicken House, International
Cuchi Cuchi Chicken House, Barbecue
Cuchi Cuchi Chicken House, Grill
Cuchi Cuchi Chicken House, Street Food
La GuinGuette,French
Bar De Tapas Restaurante La Muralla,Mediterranean
Bar De Tapas Restaurante La Muralla, Spanish
Bar De Tapas Restaurante La Muralla, Bar
Restaurante Los Olmos,Spanish
Restaurante Los Olmos, Mediterranean
Shilote,Mexican
Shilote, Latin
Shilote, Venezuelan
Shilote, Spanish
Shilote, South American
Zascandil,Spanish
Zascandil, Mediterranean
Noma Food&Bar,Cafe
Noma Food&Bar, Mediterranean
Noma Food&Bar, Spanish
Alice pizza Madrid,Pizza
Alice pizza Madrid, Italian
Alice pizza Madrid, Fast Food
Ola La,Mediterranean
Sky Sushi & Ramen,Sushi
Sky Sushi & Ramen, Japanese
Spicy grill & pizza,Indian
Spicy grill & pizza, Turkish
Spicy grill & pizza, Middle Eastern
Spicy grill & pizza, Pakistani
Spicy grill & pizza, Arabic
Restaurante Circulo Mercantil,Mediterranean
Alma Cheli Matadero,Mediterranean
Alma Cheli Matadero, Spanish
Alma Cheli Matadero, Asian
Orbayo,Spanish
Restaurante Don Hot Pot,Chinese
Restaurante Don Hot Pot, Asian
Kebab Pollo A La Broster,Turkish
Favorite Bar Restaurante,Spanish
LoBbyto Cocktail Bar,Bar
LoBbyto Cocktail Bar, International
LoBbyto Cocktail Bar, European
LoBbyto Cocktail Bar, Spanish
LoBbyto Cocktail Bar, Pub
LoBbyto Cocktail Bar, Dining bars
Nomo Braganza,Japanese
Nomo Braganza, Sushi
Nomo Braganza, Asian
Buoni Forno Di Pizze - Malasaña,Italian
Buoni Forno Di Pizze - Malasaña, Pizza
Buoni Forno Di Pizze - Malasaña, Street Food
Buoni Forno Di Pizze - Malasaña, Fast Food
El Jardin De Diana,Spanish
Happy day bakery coffee,Cafe
Casa Rodriguez,Spanish
La Mirinda,Spanish
La Mirinda, Healthy
La Mirinda, Mediterranean
Mesteño Bar By Jesús Almagro,Mediterranean
Mesteño Bar By Jesús Almagro, Spanish
Bocadillos Oink,Spanish
Bocadillos Oink, Fast Food
Alter Cafe Madrid,Cafe
MY Pasta Room,Italian
MY Pasta Room, Mediterranean
MY Pasta Room, European
MY Pasta Room, Spanish
Punto + Y Punto,Caribbean
Punto + Y Punto, Latin
Punto + Y Punto, Venezuelan
GGWP Bar&Restaurant,Japanese
GGWP Bar&Restaurant, American
La Ermita,Spanish
Ramen Hakata,Japanese
Ramen Hakata, Chinese
Ramen Hakata, Sushi
Raj Puth,Indian
La Rosa,Spanish
Piri Piri Frango - Chueca,Portuguese
Piri Piri Frango - Chueca, European
Central Mexicana,Mexican
Central Mexicana, Latin
Central Mexicana, South American
Central Mexicana, Central American
Verdoy,Mediterranean
Verdoy, Spanish
Verdoy, Bar
Verdoy, Pub
Dubbidu,Mexican
Dubbidu, Barbecue
Dubbidu, American
ERA. Espacio Gastronomico.,International
ERA. Espacio Gastronomico., Fusion
ERA. Espacio Gastronomico., Japanese
ERA. Espacio Gastronomico., Mediterranean
ERA. Espacio Gastronomico., Middle Eastern
"""La Tagliatella Jacinto Benavente, Madrid",Italian
"""La Tagliatella Jacinto Benavente, Madrid", Pizza
"""La Tagliatella Jacinto Benavente, Madrid", Mediterranean
"""La Tagliatella Jacinto Benavente, Madrid", European
Home Burger Bar,Chinese
Da Luca,Italian
Da Luca, Pizza
Da Luca, Mediterranean
Wilbran by Kracha,Mediterranean
Wilbran by Kracha, Spanish
Wilbran by Kracha, Thai
La Caleta Luna,Mediterranean
La Caleta Luna, Spanish
ii poké Argensola,Japanese
ii poké Argensola, Hawaiian
Elcano Fuencarral,Mediterranean
Elcano Fuencarral, Spanish
Elcano Fuencarral, Bar
Elcano Fuencarral, European
Cafe Taberna Alabanda,Mediterranean
Cafe Taberna Alabanda, Spanish
Cafe Taberna Alabanda, Bar
Cafe Taberna Alabanda, Pub
Cafe Taberna Alabanda, Healthy
Gelateria Carte D'Or,European
Del Greco,Bar
Del Greco, Cafe
Del Greco, Spanish
Del Greco, Pub
Restaurante Maru,Asian
Restaurante Maru, Korean
Restaurante Maru, Fusion
Avi-leña,Spanish
Avi-leña, Dining bars
Avi-leña, Beer restaurants
Pizzería Carlos Carabanchel,Pizza
Pizzería Carlos Carabanchel, Italian
Cafeteria San Antonio,Spanish
Restaurante Krüger,German
Restaurante Krüger, European
Restaurante Krüger, Brew Pub
Restaurante Krüger, Barbecue
Restaurante Krüger, Beer restaurants
Clbm Bar,American
Clbm Bar, Mediterranean
Vida Bella,Spanish
Restaurant El Burgales,Barbecue
Restaurant El Burgales, Spanish
Igo Waffle Fuencarral,French
Igo Waffle Fuencarral, Chinese
Igo Waffle Fuencarral, Belgian
Igo Waffle Fuencarral, European
Igo Waffle Fuencarral, Thai
Efimero Madrid,Spanish
Restaurante La Mantequería,Brew Pub
Restaurante La Mantequería, Healthy
Restaurante La Mantequería, Cafe
Restaurante La Mantequería, Mediterranean
Restaurante La Mantequería, Spanish
Restaurante La Mantequería, Pub
Fantastic V,Mexican
Fantastic V, American
Fantastic V, Caribbean
Fantastic V, Latin
Fantastic V, South American
Fantastic V, Colombian
Salutteria,Italian
Salutteria, Pizza
Salutteria, Cafe
