Business Name,Address of establishment,Town,Type of cuisine,Average price,Business hours,Average rating,Number of reviews,Date of last rating,Position in the ranking,Minimum Price,Maximum Price,Month,Year Of Rating,Price Range,Rating Label
Pizzamore,"Calle Tejeiro 25, 18005 Granada Spain",Figares,"Italian, Pizza",2.98 - 21.8,"Sun - Sat : 8:00 PM - 12:00 AM
Sat - Sun : 1:00 PM - 4:00 PM",4.0,26,"February 17, 2017",74,2.98,21.8,February 17, 2017,Cheap,Excellent
Meson As De Tablas,"Calle de Gabriel Fuster 5 Centro lúdico s'Escorxador, 07141 Pont d&#39;Inca, Marratxi, Majorca Spain", Placa Major,"Mediterranean, Spanish",19.82 - 39.65,Tue - Sun : 8:00 AM - 12:00 AM,2.5,34,"September 29, 2019",2,19.82,39.65,September 29, 2019,Average,Poor
Restaurante Origen Steakhouse,"Calle Lanzarote 7 Las Canteras, 35008 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Steakhouse, Barbecue, Spanish, Argentinean",11.89 - 29.73,"Tue - Sun : 1:00 PM - 5:00 PM
Tue - Thu : 8:00 PM - 11:00 PM
Fri - Sat : 8:00 PM - 11:45 PM",4.5,135,"December 29, 2021",73,11.89,29.73,December 29, 2021,Average,Excellent
Clipper La Puntilla,"Prolongacion Paseo de Las Canteras, 35009 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Italian, Seafood, Mediterranean",24.78 - 39.65,"Sun - Mon : 12:00 PM - 11:00 PM
Wed - Thu : 12:00 PM - 11:00 PM
Fri - Sat : 12:00 PM - 11:30 PM",4.0,284,"December 24, 2021",81,24.78,39.65,December 24, 2021,Average,Excellent
Restaurante japones daoyi,"Gran Via Asima numero 22 Bajos b Sobre mitad de la calle, enfrende de BMW y MINi, 07009 Palma de Mallorca, Majorca Spain", Placa Major,"Chinese, Japanese, Sushi, Asian",9.91 - 19.82,"Sun - Sat : 12:00 PM - 4:00 PM,  8:00 PM - 12:00 AM",3.5,143,"November 17, 2020",734,9.91,19.82,November 17, 2020,Cheap,Average
Kim's Pojangmacha,"Calle Secretario Artiles 82, 35008 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Asian, Korean",9.91 - 19.82,Wed - Sun : 8:00 PM - 12:00 AM,4.5,88,"January 10, 2022",7,9.91,19.82,January 10, 2022,Cheap,Excellent
Bar Trinidad,"Calle del Horno Marina S/N, 18001 Granada Spain",Centro - Sagrario,"Spanish, Mediterranean, European",3.96 - 12.88,Mon - Sat : 9:30 AM - 12:00 AM,4.0,23,"November 18, 2021",429,3.96,12.88,November 18, 2021,Cheap,Excellent
Creperie Bretonne Anaick,"Ramon Trias Fargas 2-4, Barcelona Spain",Barceloneta,European,14.19 - 21.27,"Mon - Fri : 1:00 PM - 4:30 PM,  8:00 PM - 11:30 PM
Sat - Sun : 1:00 PM - 12:00 AM",4.0,149,"July 13, 2020","1,308",14.19,21.27,July 13, 2020,Average,Excellent
El Sopapu,"Carrer de Ginebra, 22, 08003 Barcelona Spain",Barceloneta,"European, Spanish",3.96 - 19.82,"Sun : 8:00 AM - 4:00 PM
Mon - Tue : 8:00 AM - 5:00 PM
Thu - Fri : 8:00 AM - 5:00 PM
Fri : 7:30 PM - 11:00 PM
Sat : 8:00 AM - 11:00 PM",5.0,10,"February 26, 2020","1,560",3.96,19.82,February 26, 2020,Cheap,Excellent
Sabores Nazaríes,"Carrera del Darro 9, 18010 Granada Spain",Albaicin,"Mediterranean, Spanish, Middle Eastern",34.69 - 54.52,"Tue - Sun : 1:00 PM - 4:00 PM,  8:00 PM - 10:00 PM",5.0,4,"December 24, 2020",485,34.69,54.52,December 24, 2020,Average,Excellent
Disloque Bar Restaurante,"Calle Varela 17, 18009 Granada Spain",Realejo - San Matias,"Spanish, Mediterranean",9.91 - 24.78,"Mon - Fri : 1:00 AM - 4:30 AM
Wed - Thu : 7:30 AM - 11:30 AM
Fri - Sat : 7:30 AM - 12:00 PM
Sat - Sun : 1:00 AM - 5:00 AM",3.5,34,"December 21, 2021",531,9.91,24.78,December 21, 2021,Cheap,Average
Bar Flores,"Calle Cala Agulla 4 07009, 07009 Palma de Mallorca, Majorca Spain", Placa Major,Spanish,1.98 - 14.87,Sun - Sat : 6:00 AM - 11:00 PM,4.0,8,"November 5, 2021","1,162",1.98,14.87,November 5, 2021,Cheap,Excellent
Schwaiger Xino's Restaurant,"Camino de La Vileta, 39 2do Piso, 07011 Palma de Mallorca, Majorca Spain", Castell de Bellver,"Mediterranean, European, Central European",8.92 - 24.78,"Mon - Fri : 1:00 PM - 3:30 PM
Mon - Sat : 7:30 PM - 10:30 PM",4.0,275,"August 9, 2020",193,8.92,24.78,August 9, 2020,Cheap,Excellent
200 Gramos Burger Ruiz de Alda,"Calle Ruiz de Alda 26 Local 23, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Mediterranean, American, Bar, Fast Food",0.06 - 0.09,Sun - Sat : 1:00 PM - 11:30 PM,4.0,691,"August 12, 2021",3,0.06,0.09,August 12, 2021,Cheap,Excellent
Cachuk Productos Italianos,"Calle Albareda 76 Mercado del Puerto Local 6 Interior, 35008 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,Italian,9.91 - 19.82,"Sun : 1:00 PM - 4:00 PM
Tue - Sat : 10:30 AM - 4:00 PM
Thu - Sat : 8:00 PM - 12:00 AM",4.5,99,"November 19, 2019",96,9.91,19.82,November 19, 2019,Cheap,Excellent
Il Segreto di Pulcinella,"Calle Naval 4 La Puntilla, 35008 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian",5.95 - 14.87,"Sun - Thu : 1:00 PM - 11:00 PM
Fri - Sat : 1:00 PM - 11:30 PM",4.0,890,"March 22, 2021",97,5.95,14.87,March 22, 2021,Cheap,Excellent
Bar Escola Palma,"Passatge Cala Figuera, 10, 7009 Palma de Mallorca, Majorca Spain", Placa Major,"Bar, Cafe, Mediterranean, Healthy",8.87 - 13.3,Mon - Fri : 9:00 AM - 5:00 PM,4.0,4,"May 14, 2021","1,497",8.87,13.3,May 14, 2021,Cheap,Excellent
Taberna La Gloria,"Calle Silleria 8 Bajo, 18001 Granada Spain",Centro - Sagrario,"Spanish, Diner, Wine Bar",4.96 - 21.8,"Sun : 12:30 PM - 4:30 PM
Tue - Sat : 12:30 PM - 12:00 AM",5.0,6,"January 3, 2020",554,4.96,21.8,January 3, 2020,Cheap,Excellent
O´Sampaio - Bailen,"Calle Bailen 4-6, 15001 La Coruna Spain", Tower of Hercules (Torre de Hercules),"Seafood, Mediterranean, Spanish, Fast Food",7.93 - 9.91,Sun - Sat : 7:00 AM - 11:45 PM,2.5,33,"September 10, 2020",41,7.93,9.91,September 10, 2020,Cheap,Poor
Puerto Astur,"Calle Secretario Artiles 49 Detrás del Parque Santa Catalina, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Spanish, Mediterranean",13.3 - 35.46,"Mon - Tue : 12:00 PM - 12:00 AM
Wed - Sun : 12:30 PM - 12:00 AM",4.5,189,"December 4, 2020",77,13.3,35.46,December 4, 2020,Average,Excellent
Cafeteria Tira do Playa,"Anden de Riazor, s/n, 15011 La Coruna Spain", Monte de San Pedro,"Bar, Cafe, Dining bars",11.89 - 24.78,Sun - Sat : 9:00 AM - 12:00 AM,2.0,9,"November 24, 2021",45,11.89,24.78,November 24, 2021,Average,Poor
La Burrata de Gracia,"C/ Torrijos 53 Plaza de la Virreina, 08012 Barcelona Spain",Gracia,"Italian, Pizza",1.98 - 19.82,Tue - Sun : 6:30 PM - 11:30 PM,4.0,7,"February 21, 2017",645,1.98,19.82,February 21, 2017,Cheap,Excellent
Rooster & Bubbles,"Pla De Palau, 12, 08003 Barcelona Spain", Museu Picasso,"Mediterranean, Spanish, Catalan",13.3 - 22.16,Sun - Sat : 12:30 PM - 11:30 PM,5.0,4,"January 14, 2022","2,549",13.3,22.16,January 14, 2022,Average,Excellent
Arrocería La Valenciana Caballeros 21,"Calle Caballeros 21, 46002, Valencia Spain",La Seu,"Mediterranean, European, Spanish",9.91 - 19.82,Sun - Sat : 1:00 PM - 11:00 PM,2.5,327,"January 5, 2020","1,599",9.91,19.82,January 5, 2020,Cheap,Poor
Casa Fataga Canary Food,"C/ Parque de Santa Catalina Parque Santa Catalina, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Mediterranean, European, Spanish, Fusion",9.91 - 24.78,"Sun : 1:00 PM - 5:00 PM
Tue - Thu : 1:00 PM - 5:00 PM,  8:00 PM - 10:30 PM
Fri - Sat : 1:00 PM - 10:30 PM",4.0,443,"May 22, 2021",82,9.91,24.78,May 22, 2021,Cheap,Excellent
Casa Jaume 1913,"Passeig de Joan de Borbo 7, 08003 Barcelona Spain",Barceloneta,"Seafood, Mediterranean, Spanish, European",13.88 - 24.78,"Mon - Tue : 9:00 AM - 11:45 PM
Wed - Thu : 8:00 AM - 11:45 PM
Fri - Sun : 12:00 AM - 11:59 PM",3.5,149,"December 10, 2021",245,13.88,24.78,December 10, 2021,Average,Average
Enigma 23 Coffee & Brunch,"Pg. de Sant Joan, 103, 08037 Barcelona Spain",Eixample,"American, Lebanese, Mediterranean, European, Contemporary, South American",6.21 - 13.3,"Mon - Fri : 9:30 AM - 6:30 PM
Sat - Sun : 10:00 AM - 7:00 PM",4.5,5,"September 1, 2021",198,6.21,13.3,September 1, 2021,Cheap,Excellent
Beijo de Moca,"Calle Vilamari 126, 08015 Barcelona Spain",Eixample,"Brazilian, European, Spanish, Portuguese, South American",1.98 - 14.87,"Sun : 9:00 AM - 3:00 PM
Mon - Wed : 7:00 AM - 9:00 PM
Thu - Fri : 7:00 AM - 12:00 AM
Sat : 9:00 AM - 12:00 AM",4.0,17,"July 23, 2017",268,1.98,14.87,July 23, 2017,Cheap,Excellent
Interior de Te,"Milton, 1, 08012 Barcelona Spain",Gracia,Chinese,7.09 - 8.87,Mon - Sat : 10:30 AM - 8:30 PM,4.5,22,"February 23, 2020",137,7.09,8.87,February 23, 2020,Cheap,Excellent
Sunset Beach Bar,"Calle Sagasta 64 Frente al Paseo de Las Canteras, 35008 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Italian, Bar, Pizza, Mediterranean, European, Fusion",2.98 - 24.78,Sun - Sat : 12:30 PM - 12:00 AM,4.5,178,"November 25, 2020",114,2.98,24.78,November 25, 2020,Cheap,Excellent
Restaurante Terraza Elder,"Calle de Eduardo Benot 2 Museo Elder, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Mediterranean, European, Spanish",19.82 - 24.78,"Sun : 9:00 AM - 5:00 PM
Tue - Wed : 9:00 AM - 5:00 PM
Thu : 9:00 AM - 11:45 PM
Fri - Sat : 9:00 AM - 12:00 AM",4.0,314,"September 24, 2021",119,19.82,24.78,September 24, 2021,Average,Excellent
Dakoa Gastrobar,"Calle de Thomas Alva Edison 28, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"International, Fusion, Dining bars, Beer restaurants, Healthy, Mediterranean",7.09 - 17.73,"Tue - Sun : 1:00 PM - 4:00 PM
Tue - Sat : 8:00 PM - 12:00 AM",5.0,49,"September 8, 2021",15,7.09,17.73,September 8, 2021,Cheap,Excellent
Malabar Steakhouse & Beer,"Muelle de la Aduana s/n Planta 1 Veles e Vents, 46023, Valencia Spain", Oceanografic Valencia,"International, Fusion, Gastropub",19.82 - 49.56,"Fri - Sun : 1:30 PM - 4:00 PM
Fri - Sat : 8:00 PM - 11:30 PM",3.0,56,"March 3, 2019",130,19.82,49.56,March 3, 2019,Average,Average
Mar Gastrotasca,"Calle Numancia 1, 35010 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Mediterranean, Spanish, Healthy, International, Contemporary",8.87 - 22.16,"Sun : 12:30 PM - 11:00 PM
Mon - Thu : 1:00 PM - 11:00 PM
Fri : 1:00 PM - 12:00 AM
Sat : 12:30 PM - 12:00 AM",4.5,124,"November 22, 2021",133,8.87,22.16,November 22, 2021,Cheap,Excellent
Ajisen-es Ramen Bartomeu Pou,"Calle pare bartomeu Pou, 6, 07003 Palma de Mallorca, Majorca Spain",Bons Aires,"Japanese, Asian",1.98 - 8.92,"Sun - Sat : 12:00 PM - 4:00 PM,  7:30 PM - 12:00 AM",4.5,36,"November 7, 2021",449,1.98,8.92,November 7, 2021,Cheap,Excellent
Volem,"Paseo Alameda 51, 46023, Valencia Spain", Oceanografic Valencia,"Bar, Cafe, Mediterranean, Dining bars",11.53 - 39.9,"Sun : 9:00 AM - 11:30 PM
Mon - Thu : 8:30 AM - 11:30 PM
Fri - Sat : 8:30 AM - 12:00 AM",3.0,7,"January 15, 2022",238,11.53,39.9,January 15, 2022,Average,Average
El Rincon Libanes,"Calle Pi y Margall 23 corner Alemania, 35006 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Lebanese, Mediterranean, Middle Eastern",9.91 - 14.87,"Tue - Sun : 8:30 PM - 12:00 AM
Tue : 12:30 PM - 4:00 PM
Wed - Sun : 12:30 PM - 5:00 PM",4.0,206,"December 5, 2021",2,9.91,14.87,December 5, 2021,Cheap,Excellent
Consell Gourmet,"Consell de Cent, 383, 08009 Barcelona Spain",Eixample,Wine Bar,6.94 - 24.78,"Mon - Fri : 9:30 AM - 9:30 PM
Sat : 11:00 AM - 5:00 PM",5.0,2,"May 20, 2019","6,206",6.94,24.78,May 20, 2019,Cheap,Excellent
Meson Castellano,"Passeig de Lluis Companys, 4, 08018 Barcelona Spain",Sant Pere,"Bar, Spanish, Mediterranean, European, Diner",14.87 - 49.56,Tue - Sun : 8:00 AM - 10:00 PM,3.5,51,"April 13, 2019",513,14.87,49.56,April 13, 2019,Average,Average
Platja Ca La Nuri,"Passeig Maritim de la Barceloneta, 55, 08003 Barcelona Spain",Barceloneta,"Seafood, Mediterranean, European, Spanish, Catalan",29.73 - 49.56,"Mon - Thu : 12:00 PM - 4:30 PM,  7:00 PM - 10:00 PM
Fri - Sun : 12:00 PM - 10:00 PM",3.5,1056,"August 8, 2021",208,29.73,49.56,August 8, 2021,Average,Average
Portic Boqueria,"Placa Sant Joseph 13 Boqueria Market Las ramblas, 08001 Barcelona Spain",La Rambla,"Seafood, European, Spanish, Mediterranean",9.75 - 15.96,"Mon - Tue : 8:30 AM - 6:30 PM
Wed - Sat : 8:30 AM - 10:00 PM",3.0,207,"January 2, 2020",316,9.75,15.96,January 2, 2020,Cheap,Average
Habibi Café,"Calle Balmes, 220, 08006 Barcelona Spain",El Congres i els Indians,"Fusion, Middle Eastern",14.87 - 29.73,Mon - Sat : 8:30 AM - 2:00 AM,3.0,51,"March 13, 2018",337,14.87,29.73,March 13, 2018,Average,Average
Green & Burger By Biocenter,"Plaza Sagrada Familia, 3, 08013 Barcelona Spain",Eixample,Healthy,1.98 - 11.89,"Sun - Sat : 1:00 PM - 3:30 PM,  8:00 PM - 10:30 PM",4.0,15,"December 7, 2020",447,1.98,11.89,December 7, 2020,Cheap,Excellent
Déliç,"Passeig Sant Joan 136, 08037 Barcelona Spain",El Camp d'en Grassot i Gracia Nova,"Lebanese, Mediterranean, Spanish, Middle Eastern",9.91 - 19.82,Sun - Sat : 7:30 AM - 11:30 PM,4.5,5,"August 26, 2019",41,9.91,19.82,August 26, 2019,Cheap,Excellent
Orion,"Gran Via De Les Corts Catalanes 511, 08015 Barcelona Spain",Eixample,"Cafe, International",4.96 - 14.87,"Mon - Fri : 9:00 AM - 9:00 PM
Sat - Sun : 10:00 AM - 9:00 PM",4.0,49,"April 3, 2019",158,4.96,14.87,April 3, 2019,Cheap,Excellent
Dumbo Café,"Calle Buenos Aires, 60, 08036 Barcelona Spain",Eixample,"Cafe, European, International, Mediterranean, Spanish, Asian",9.91 - 24.78,Mon - Fri : 8:30 AM - 11:30 PM,3.5,133,"February 4, 2020",204,9.91,24.78,February 4, 2020,Cheap,Average
Cafeteria Heladeria Artesanal Sottozero,"Pasaje de Inglaterra 7 Mesa y Lopez, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Italian, Cafe",1.98 - 7.93,"Mon - Fri : 9:00 AM - 1:00 PM
Mon - Sat : 5:00 PM - 8:00 PM
Sat : 10:00 AM - 1:00 PM",5.0,58,"September 28, 2019",2,1.98,7.93,September 28, 2019,Cheap,Excellent
Adasú,"Calle Secretario Padilla 73, 35010 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"International, Mediterranean, Spanish",9.91 - 24.78,"Tue - Sat : 1:30 PM - 4:30 PM,  8:30 PM - 11:30 PM",4.5,47,"November 26, 2019",161,9.91,24.78,November 26, 2019,Cheap,Excellent
Arroceria La Valenciana Playa,"Paseo Maritimo, 8, 46011, Valencia Spain", Oceanografic Valencia,"Mediterranean, Spanish, Seafood",0.09 - 0.18,Sun - Sat : 10:30 AM - 12:00 AM,3.0,123,"February 1, 2020",105,0.09,0.18,February 1, 2020,Cheap,Average
"L'Estació, Espai Gastronòmic","Avinguda del Marqués d'Argentera, 6-8, 08003 Barcelona Spain",Vallcarca i els Penitents,"Mediterranean, Spanish, European",7.93 - 39.65,Sun - Thu : 6:00 AM - 10:00 PM,3.5,52,"October 8, 2019","3,026",7.93,39.65,October 8, 2019,Cheap,Average
El Asador de Palang,"Carrer de Roger de Flor, 204, 08013 Barcelona Spain",Eixample,"Chinese, Asian, Xinjiang, Central Asian",7.09 - 13.3,"Sun - Sat : 12:30 PM - 4:30 PM,  7:30 PM - 11:00 PM",5.0,5,"February 15, 2021",103,7.09,13.3,February 15, 2021,Cheap,Excellent
Es Mercat Des Peix,"Carrer Pere d'Alcàntara Penya, 17B, 07006 Palma de Mallorca, Majorca Spain", Placa Major,"Seafood, Spanish",14.87 - 44.6,"Tue - Sun : 8:30 AM - 4:00 PM,  7:00 PM - 12:00 AM",4.5,57,"December 19, 2021",510,14.87,44.6,December 19, 2021,Average,Excellent
Massa Coffee,"Paseo Juan Carlos I, 39, 07800, Ibiza Town, Ibiza Spain", Castell de Eivissa,"Mediterranean, Spanish",4.96 - 19.82,Mon - Sat : 8:30 AM - 4:00 PM,4.0,1 review,"August 10, 2020",11,4.96,19.82,August 10, 2020,Cheap,Excellent
Appetit,"Calle Diderot 3, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Contemporary, Fusion",9.91 - 32.71,"Tue - Sat : 8:00 PM - 11:45 PM
Wed - Sun : 1:00 PM - 5:00 PM",4.5,49,"March 23, 2019",6,9.91,32.71,March 23, 2019,Cheap,Excellent
King Wok,"Calle Gabriel Alzamora 18, 07009 Palma de Mallorca, Majorca Spain", Placa Major,"Chinese, Sushi, Asian",11.53 - 23.05,"Sun - Sat : 1:00 PM - 4:30 PM,  8:00 PM - 11:59 PM",3.5,95,"May 20, 2020","1,187",11.53,23.05,May 20, 2020,Average,Average
Kimériko Gastrotasca,"Calle Thomas Alva Edison 28 Bajo esquina c/Diderot, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"International, Mediterranean, Spanish, European",9.91 - 15.86,"Wed - Sun : 1:00 PM - 5:00 PM,  8:00 PM - 12:00 AM",4.5,88,"January 3, 2020",20,9.91,15.86,January 3, 2020,Cheap,Excellent
Café Carmela,"Calle d'Antoni Frontera 12, 07004 Palma de Mallorca, Majorca Spain", Placa Major,"Lebanese, Mediterranean, Healthy, Spanish, Middle Eastern",8.87 - 26.59,Tue - Sun : 11:00 AM - 12:00 AM,4.5,27,"May 23, 2021",2,8.87,26.59,May 23, 2021,Cheap,Excellent
The Hook - Food Culture,"Calle Jose Franchy Roca 9 Esquina con Calle Veintinueve De Abril, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"American, Caribbean, Mediterranean, Asian, Fusion",22.16 - 35.46,"Sun : 1:30 PM - 4:30 PM,  8:00 PM - 11:30 PM
Tue - Thu : 1:30 PM - 4:30 PM,  8:00 PM - 11:30 PM
Fri - Sat : 1:30 PM - 5:00 PM,  8:00 PM - 12:00 AM",5.0,24,"January 15, 2022",173,22.16,35.46,January 15, 2022,Average,Excellent
Tiflis Restaurant,"C. del Consell de Cent, 487 Monumental Arena, 08007 Barcelona Spain",Eixample,Georgian,6.94 - 17.84,Sun - Sat : 11:30 AM - 12:00 AM,4.5,11,"January 2, 2022",5,6.94,17.84,January 2, 2022,Cheap,Excellent
Lato Café,"Carrer Bruc 118 Local 1, 08009 Barcelona Spain", Casa Batllo,"American, Latin, Fusion, South American, Healthy",7.93 - 49.56,"Mon : 10:00 AM - 12:30 PM
Wed - Fri : 10:00 AM - 3:30 PM
Sat - Sun : 10:00 AM - 4:00 PM",5.0,62,"January 27, 2022",7,7.93,49.56,January 27, 2022,Cheap,Excellent
Puerta de Oro,"Calle Tenerife 22 Playa de Las Canteras, 35008 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Chinese, Asian",9.91 - 24.78,"Wed - Sun : 8:00 PM - 11:30 PM
Wed - Mon : 12:30 PM - 3:45 PM",4.5,126,"March 30, 2019",2,9.91,24.78,March 30, 2019,Cheap,Excellent
Restaurante Mandu Canteras,"Paseo las Canteras 65, 35010 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Asian, Korean",9.91 - 19.82,Tue - Sun : 1:00 PM - 11:30 PM,4.0,87,"October 22, 2021",180,9.91,19.82,October 22, 2021,Cheap,Excellent
El Trastero Tasca Urbana,"Plaza de España 5, 35010 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Bar, Spanish",2.98 - 9.91,"Sun : 1:00 PM - 5:00 PM
Thu - Sat : 1:00 PM - 12:00 AM",4.5,146,"April 16, 2019",10,2.98,9.91,April 16, 2019,Cheap,Excellent
Caffe di San Marco,"Av. Republica Argentina 268 bajos, 08023 Barcelona Spain",Vallcarca i els Penitents,"Italian, Pizza, Mediterranean",12.41 - 31.03,"Mon - Fri : 7:00 AM - 12:00 AM
Sat - Sun : 8:00 AM - 5:00 PM",3.0,67,"September 23, 2019",698,12.41,31.03,September 23, 2019,Average,Average
ANNICK,"C/ Madrazo 145, 08021 Barcelona Spain",Sant Gervasi-Galvany,"Cafe, Spanish",2.98 - 11.89,"Mon - Fri : 8:00 AM - 8:00 PM
Sat : 9:00 AM - 2:00 PM",4.5,11,"May 5, 2017",252,2.98,11.89,May 5, 2017,Cheap,Excellent
Jolis,"C Calle Selva 6, 07008 Palma de Mallorca, Majorca Spain", Placa Major,"Italian, Mediterranean, Spanish",2.98 - 19.82,"Sun : 12:00 PM - 12:00 AM
Mon : 4:00 PM - 12:00 AM
Wed - Sat : 4:00 PM - 12:00 AM",5.0,1 review,"October 12, 2020","1,523",2.98,19.82,October 12, 2020,Cheap,Excellent
Bionistas,"Consell de Cent 373-375, 08009 Barcelona Spain",Eixample,"Mediterranean, Healthy",1.98 - 6.94,Mon - Sat : 8:00 AM - 9:00 PM,5.0,1 review,"January 2, 2020","3,195",1.98,6.94,January 2, 2020,Cheap,Excellent
Ametller Origen Commons,"World Trade Centre, Moll de Barcelona, 08039 Barcelona Spain",Port Vell (Old Port),"Mediterranean, Healthy",4.96 - 14.87,Mon - Fri : 7:30 AM - 7:00 PM,3.5,9,"August 23, 2021","3,203",4.96,14.87,August 23, 2021,Cheap,Average
Mare By Marzio,"Calle L'Heura N 29 A 29 A, 07008 Palma de Mallorca, Majorca Spain", Placa Major,"Italian, Mediterranean",4.96 - 39.65,"Mon : 9:00 AM - 5:00 PM
Tue - Sat : 7:00 PM - 11:00 PM",4.5,2,"January 29, 2019","1,463",4.96,39.65,January 29, 2019,Cheap,Excellent
Bodega Flassaders,"Flassaders Strett, 9th Flassaders Street, 9th, 08003 Barcelona Spain",El Born / La Ribera,"Spanish, Bar, Pub",2.98 - 19.82,Tue - Sun : 10:30 AM - 12:00 AM,4.0,25,"January 9, 2022","5,032",2.98,19.82,January 9, 2022,Cheap,Excellent
Industrial 19,"Calle de Joaquin Costa 19, 35007 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Mediterranean, Spanish",14.87 - 19.82,"Sun - Mon : 1:30 PM - 1:00 AM
Wed : 8:00 PM - 2:00 AM
Thu : 1:30 PM - 1:00 AM
Fri - Sat : 1:30 PM - 2:00 AM",4.5,63,"October 16, 2021",117,14.87,19.82,October 16, 2021,Average,Excellent
Aji Limón y Canela,"Calle Sagasta 68, 35008 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,Peruvian,8.92 - 21.8,"Mon - Thu : 12:30 PM - 11:00 PM
Fri - Sun : 12:30 PM - 12:00 AM",4.0,334,"November 16, 2021",2,8.92,21.8,November 16, 2021,Cheap,Excellent
Restaurante Tesoro Chino Gravina,"Calle Gravina 48, 35010 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Chinese, Asian",7.93 - 17.84,"Sun - Sat : 1:00 PM - 4:00 PM
Wed - Mon : 8:00 PM - 12:00 AM",4.5,137,"December 23, 2019",3,7.93,17.84,December 23, 2019,Cheap,Excellent
Restaurante La Patineta,"Calle Pintor Juan Guillermo 6 Centro Comercial la Minilla, 35011 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Spanish, International",4.96 - 21.8,"Mon - Tue : 11:30 AM - 11:45 PM
Wed - Sat : 11:00 AM - 11:45 PM",4.5,81,"March 5, 2020",23,4.96,21.8,March 5, 2020,Cheap,Excellent
Ay Carmela,"Paseo de Las Canteras,43, 35008 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Mexican, Latin",2.98 - 14.87,Fri - Tue : 1:30 PM - 11:00 PM,4.0,136,"January 7, 2022",3,2.98,14.87,January 7, 2022,Cheap,Excellent
El Cairo Las Palmas,"Paseo De Las Canteras, 1 Zona La Puntilla, 35009 Las Palmas de Gran Canaria, Gran Canaria Spain", Playa de Las Canteras,"Mediterranean, Spanish, Contemporary",8.87 - 35.46,Sun - Sat : 12:00 PM - 12:00 AM,4.5,31,"January 16, 2022",123,8.87,35.46,January 16, 2022,Cheap,Excellent
Agape Mallorca,"Calle del Ter No 4 Bajos, 07009 Palma de Mallorca, Majorca Spain", Placa Major,Mediterranean,2.98 - 9.91,Mon - Fri : 7:30 AM - 9:00 PM,4.5,2,"February 20, 2020","1,442",2.98,9.91,February 20, 2020,Cheap,Excellent
Picnic,"Calle Rafael Cabrera n 7 7 Local, 35002 Las Palmas de Gran Canaria, Gran Canaria Spain", Casa de Colon,"Pizza, Soups, Southern-Italian, Italian, Mediterranean",3.96 - 14.87,"Tue : 9:00 AM - 5:00 PM
Wed - Thu : 8:00 AM - 5:00 PM
Fri - Sun : 8:00 AM - 11:00 PM",5.0,28,"January 1, 2022",26,3.96,14.87,January 1, 2022,Cheap,Excellent
1890 La Bodeguita,"Calle Leon y Castillo 227 Hotel Santa Catalina, a Royal Hideaway Hotel, 35005 Las Palmas de Gran Canaria, Gran Canaria Spain", Casa de Colon,Spanish,24.78 - 39.65,Sun - Sat : 12:00 PM - 12:00 AM,4.0,98,"December 12, 2021",209,24.78,39.65,December 12, 2021,Average,Excellent
