Business Name,Average rating,Number of reviews,Rating Label
Asador Perea,5.0,3,Excellent
Monsieur Bistro Café,4.5,13,Excellent
La Terraza,4.5,20,Excellent
Mister Noodles Marbella,4.0,84,Excellent
Saltaluna,4.5,13,Excellent
Primeria Selection,4.0,39,Excellent
Pinetreeclub,4.0,21,Excellent
Da Fabio Ristorante Italiano,3.5,351,Average
La Fruta Que Rie,4.5,9,Excellent
La Brasa Grill,4.0,11,Excellent
Sukhothai,4.0,130,Excellent
Ristorante Annarè,4.5,10,Excellent
La Mar Salá,3.5,10,Average
Cafetería Lo Nuestro,5.0,7,Excellent
La Olla de la Tati,4.0,21,Excellent
Los Pescadores,4.0,98,Excellent
Gaspers,5.0,9,Excellent
Celicioso Marbella,4.0,423,Excellent
B Marbella Bar,4.5,14,Excellent
Heladeria La Golosa Marbella,5.0,6,Excellent
Virazon Restaurante & Rooftop Bar,5.0,5,Excellent
Ktando Vinos - Ktando Gourmet,5.0,5,Excellent
Fika Marbella,5.0,4,Excellent
Momo Golden Mile,4.0,89,Excellent
Tango Beach Restaurant Marbella,5.0,1 review,Excellent
Restaurante Taperia Arenal,4.5,20,Excellent
Taberna Vargas,3.5,27,Average
Restaurante El Rosario,4.0,55,Excellent
Calor,4.0,18,Excellent
New Bounty Beach Marbella,3.0,67,Average
Royal Grill Club,5.0,7,Excellent
Caviar&Friends,5.0,1 review,Excellent
La Madriguera,5.0,7,Excellent
Tok,5.0,4,Excellent
Donovan's,4.5,7,Excellent
Restaurant La Virginia,3.5,83,Average
Happen in Marbella,4.5,8,Excellent
Koa Urban Grill,5.0,12,Excellent
Al Bacio,4.5,5,Excellent
Buddha Marbella Music Bar,3.5,16,Average
Trocadero Playa,3.5,900,Average
Caribbean Coffee & Cocktail Company,4.0,1 review,Excellent
Stella's Marbella,4.0,1 review,Excellent
Migos House Marbella,3.5,6,Average
Summerset Bar & Restaurant,5.0,2,Excellent
La Sarten del Cocinero,5.0,1 review,Excellent
Primal,5.0,1 review,Excellent
Taberna El Barril Oporto Tapas Bar,3.0,6,Average
La Veranda Verde,4.0,17,Excellent
Super Be Juicery,5.0,8,Excellent
El Quinteto de Nizar y Ana,4.5,1816,Excellent
Kratz Grill Garden,4.0,12,Excellent
Restaurante Gamberro,4.0,186,Excellent
Merendero Cabezo Buenavista,4.0,77,Excellent
Restaurante Asador Casa Gotor,4.0,275,Excellent
Jalos,4.0,306,Excellent
Taberna Casa Nogara,4.5,39,Excellent
Restaurante Riskomar,4.0,184,Excellent
Blummfit,4.5,26,Excellent
Nuevo Olé Cafetería,4.0,167,Excellent
Terraza Libertad 6.8,4.0,174,Excellent
Buenos Dias Zaragoza Cafeteria,4.5,50,Excellent
Restaurante Buenacara,4.5,29,Excellent
Parrilla Albarracin,3.5,653,Average
Plaza Goya,4.0,244,Excellent
Marengo Internacional Deli,3.5,479,Average
La Lola,4.0,191,Excellent
Guardabarranco gastrobar,4.5,28,Excellent
"La Tagliatella C/ Don Jaime, Zaragoza",4.0,318,Excellent
Cafeteria Restaurante Rincon,3.5,57,Average
Restaurante El Cerdo Zaragoza,3.5,128,Average
The Boss Gastrobar,4.0,95,Excellent
Hamburgueseria Fray Juan Casco Antiguo,4.0,451,Excellent
"La Tagliatella Av/ Juan Pablo II, Zaragoza",3.5,103,Average
Bar Restaurante Casa Antonio,4.0,53,Excellent
Cierzo Brewing Co.,4.0,170,Excellent
Cafe de la Reina,3.5,45,Average
El Trasgo,4.0,76,Excellent
La Bocca,3.5,471,Average
Bar Candolias,4.0,87,Excellent
Divino Gastrobar,4.0,140,Excellent
Varela Vieja Ponzano Restaurante,4.0,120,Excellent
Bloody,4.5,49,Excellent
Kiche,4.0,13,Excellent
Lamaribel Escabechado,4.5,38,Excellent
Rincón de Costa,4.0,140,Excellent
Il Principale,3.5,236,Average
El Rincón de Sas,4.0,76,Excellent
El Torico Meson,4.5,46,Excellent
A Flama Tabierna,4.0,59,Excellent
Nueva Varela Restaurante Cafeteria,3.5,199,Average
"La Tagliatella Jerónimo Zurita, Zaragoza",3.5,236,Average
La Manoushería,4.5,23,Excellent
Feltman´s Restaurant,3.0,33,Average
Mai Tai BURGER&COCKTAIL Bar,4.0,44,Excellent
Elio and Coco Speciality Coffee,4.5,32,Excellent
Miss Sushi Zaragoza Japanese Restaurant,3.5,354,Average
el Candelas,4.0,132,Excellent
Be A Legend Bar,4.0,10,Excellent
Café Nolasco,3.5,222,Average
Restaurante Lamín,4.0,34,Excellent
The Bronson Bar,3.5,326,Average
Il panettone,4.0,42,Excellent
Restaurante La Josefina,4.0,40,Excellent
Tebarray Cafeteria,4.0,68,Excellent
UMAMI tapas,4.0,94,Excellent
Pizzería Peppone Caracol,4.0,34,Excellent
Paladú,3.5,159,Average
Sibuya Urban Sushi Bar Zaragoza,4.0,42,Excellent
La Gondola,4.0,81,Excellent
Tatín,3.0,5,Average
Molino de San Lázaro,3.5,299,Average
Linacero Rock & Burger,4.5,9,Excellent
Las Armas Restaurante,3.5,119,Average
Restaurante Origenes,3.5,79,Average
El Desvan,3.5,71,Average
Taberna El Baturrico,4.0,35,Excellent
Pastelería Ascaso,4.0,38,Excellent
Restaurante Dona Tapa,4.0,41,Excellent
La Cocina de Keyla,4.5,38,Excellent
BuleBar Zentro,3.5,55,Average
El Real,3.5,368,Average
Tulu,3.0,30,Average
Olé Zurita Cafetería,5.0,5,Excellent
Tabierna craft beer Ordio,4.5,25,Excellent
Café de Urraca,4.5,17,Excellent
Garnet,4.0,40,Excellent
Tres Mares Restaurante,3.5,285,Average
La Piparra,4.5,16,Excellent
Casa Teo,3.5,136,Average
"La Tagliatella Plaza Aragón, Zaragoza",3.0,59,Average
Cadillac,3.5,87,Average
Aspen  la Brasserie,3.5,118,Average
La Mancha Brasa,4.0,21,Excellent
Pizza Mia,4.0,20,Excellent
Catlove Coffee,4.0,69,Excellent
Restaurante Papagayo,4.5,6,Excellent
Restaurante Miguel,4.5,478,Excellent
Arroceria Gastro,3.5,17,Average
UDON Zaragoza,3.0,166,Average
Ratatouille Le Parisien,3.5,136,Average
Gallagher,3.5,62,Average
La Sole del Pimpi,4.5,473,Excellent
Aire Gastrobar,4.5,553,Excellent
Casa Bellota,4.5,340,Excellent
Restaurante Los Fueros,3.0,25,Average
Asador Ovidio,4.5,1440,Excellent
Sabor a Fuego,4.5,731,Excellent
El Grill Teatro Restaurant,4.5,135,Excellent
Restaurante Al-yamal,4.5,536,Excellent
L'expérience,4.5,1515,Excellent
La Taberna de Monroy,4.5,957,Excellent
Madeinterranea Restaurante y Tapas,4.5,814,Excellent
La Parrilla de Mané,4.5,348,Excellent
La Baiona,5.0,76,Excellent
Casa Terrero,3.5,36,Average
"La Tagliatella C/ Clara Campoamor, Zaragoza",3.5,104,Average
Restaurante Mosaico,4.5,307,Excellent
Manana Bar Malaga,4.5,188,Excellent
El Pikon,4.5,192,Excellent
Los Patios de Beatas wine bar & restaurant,4.5,884,Excellent
Restaurante Plaza de Chinitas,4.5,1699,Excellent
Asako -Feel Food-,4.5,515,Excellent
La Vida de la Gente,5.0,131,Excellent
Taberna La Malaguena,4.0,659,Excellent
Zumiko,5.0,2,Excellent
Alcasabar,4.5,527,Excellent
TORO Muelle Uno,4.5,1371,Excellent
Osteria Angelino dal 1899 Malaga,4.5,779,Excellent
Kosei & Lova,4.5,154,Excellent
Óleo Restaurante,4.5,1044,Excellent
Restaurante Haruki,4.5,106,Excellent
Asador Del Pilar,3.5,46,Average
Canadu Vegetariano,4.0,730,Excellent
Casa Luis,3.0,62,Average
Bodeguita El gallo,4.5,576,Excellent
La Valiente Malaga,5.0,54,Excellent
Astrid Taperia Organica,4.0,446,Excellent
Restaurante La Carreta,5.0,1 review,Excellent
La bella Julieta,4.0,575,Excellent
La Madriguera Craft Beer,4.5,221,Excellent
Restaurante Montana,4.0,475,Excellent
Paloki Tapas Restaurant,5.0,67,Excellent
Ciao Carretería 69,4.0,731,Excellent
El Coloquio,4.0,67,Excellent
La Pachamama,4.5,218,Excellent
Casa Lola,4.5,3490,Excellent
La Sociedad Herbívora,4.5,107,Excellent
Panaria Kiosko Zaragoza,5.0,3,Excellent
Matisse Riveracafe,3.5,52,Average
Tinto y Tapincho,5.0,78,Excellent
KGB Malaga,4.0,703,Excellent
Vegetarian El Calafate,4.0,738,Excellent
Las Ninas Del Soho,4.5,88,Excellent
Restaurante Lechuga,4.0,568,Excellent
Bokita,3.5,75,Average
Restaurante Entremuros,4.5,173,Excellent
Restaurante Torrejón,4.5,108,Excellent
Brunchit  - Carreteria,4.0,965,Excellent
Y dice Matías,4.5,93,Excellent
Next Level Specialty Coffee,5.0,49,Excellent
La Cuna Del Cierzo,3.5,103,Average
Kruntxi Happy Food,5.0,1 review,Excellent
Las Valkirias Restaurante Cafeteria,3.5,7,Average
Bar-Baresi,5.0,75,Excellent
Byoko,4.5,107,Excellent
El Refectorium del Campanario,4.5,279,Excellent
Takumi,4.5,229,Excellent
Cafe Con Libros,4.0,425,Excellent
Italian Restaurant La Pala D'Oro,4.0,192,Excellent
Misuto,4.0,368,Excellent
Restaurante Il Cantuccio,4.5,171,Excellent
ANGUS Muelle Uno,4.0,928,Excellent
El Camerino,5.0,46,Excellent
Restaurante BAGAZO,4.0,316,Excellent
Peregrina Café Bar,5.0,3,Excellent
La Calle Burger Málaga,4.0,653,Excellent
Helena Parrilla,4.5,112,Excellent
Santa Coffee,4.0,309,Excellent
Okami,4.0,434,Excellent
Restaurante Cayetana,4.0,288,Excellent
Zahara Gastrobar,4.0,491,Excellent
La Flor Negra,4.5,114,Excellent
La Ristobottega,4.5,76,Excellent
Marisqueria Huelin,4.5,153,Excellent
Los Pibes Bar,5.0,61,Excellent
RESTAURANTE El NAVÍO,4.5,142,Excellent
Cerveceria 2011,4.5,243,Excellent
"Taberna,bar Vino Tinto",5.0,1 review,Excellent
Vinoteca Bouquet,4.5,108,Excellent
La Abacería del Cantarrana,5.0,36,Excellent
Restaurante La Torre,4.0,115,Excellent
The Strad Club,3.0,23,Average
UDON Larios,4.5,60,Excellent
Soca,4.0,274,Excellent
La Taba,4.5,76,Excellent
Fonzo,5.0,60,Excellent
Mixturate Gastrobar,4.5,131,Excellent
La Taberna del Obispo,3.5,854,Average
Kipfer and Lover,4.5,83,Excellent
Wendy Gamba,4.0,346,Excellent
U Siciliano,4.5,92,Excellent
Sidreria Begiris,3.5,192,Average
La Huerta Del Figueral,3.0,68,Average
Bar Jamones,4.5,83,Excellent
VIPS Aragonia,2.0,50,Poor
El Rinconcito,4.0,295,Excellent
Asador Inaki,4.0,1324,Excellent
Miss Sushi Malaga Soho,4.5,142,Excellent
Ramen Nogacu,4.0,209,Excellent
La Plancha Taberna,4.5,60,Excellent
El Pimpi,4.0,15141,Excellent
AVANT PREMIERE Restaurant,4.5,137,Excellent
Restaurante Balausta,4.5,74,Excellent
La Mafia se Sienta a la Mesa (Málaga),4.0,862,Excellent
Taberna El Mentidero,3.5,516,Average
Terral Burger and Drinks,4.5,258,Excellent
Pecado Iberico,4.5,48,Excellent
La  Cabrera,4.5,52,Excellent
Casa Juan,4.0,186,Excellent
Circus Bar,5.0,53,Excellent
Alea,4.0,496,Excellent
La Botica de la Cerveza,4.5,75,Excellent
Restaurante Bar La Bouganvilla,4.0,850,Excellent
La Casa de Anyo,4.5,52,Excellent
El Imperdible restaurante,4.0,351,Excellent
Gaditanian Pizzery,5.0,51,Excellent
Zamarrilla 33,4.5,121,Excellent
Mas Vermut,4.5,67,Excellent
DeHuelva,4.5,106,Excellent
Restaurante japones kaede,4.0,143,Excellent
Perroloco FoodxBar,4.0,267,Excellent
El Ambigú de la Coracha,4.0,181,Excellent
La Perra del Hortelano,4.5,95,Excellent
L'atelier Clandestino Gourmet,4.0,540,Excellent
Pizzamore Malaga,4.0,142,Excellent
Taberna el Tato,4.5,159,Excellent
Monkey Steakhouse & Restaurant,4.5,228,Excellent
Sabor a India,4.5,136,Excellent
Cibus Pizzeria,4.5,154,Excellent
La nouvelle Cocotte,4.0,288,Excellent
El Tintero,3.5,2181,Average
Meson Ca'n Pedro,4.0,1749,Excellent
La Fuente Del Cofrade,5.0,33,Excellent
Cala Mayor Beach,4.5,82,Excellent
Restaurante El Cabra,3.5,462,Average
DESAL CAFÉ,4.5,110,Excellent
Masai Restaurant & Lounge,4.0,208,Excellent
Arrozeando La Térmica,4.0,205,Excellent
recoveco,4.5,49,Excellent
"La Tagliatella Gabriel Celaya, Málaga",4.0,348,Excellent
7 Machos - Cala Mayor,5.0,53,Excellent
Aliolé Tapería,4.5,78,Excellent
Elefante Sant Agusti,4.5,64,Excellent
Mesón La Rueda,4.0,286,Excellent
Sa Ximbomba,4.0,286,Excellent
Rosa Del Mar Restaurante,4.5,99,Excellent
Mercado Merced,4.0,298,Excellent
No Name Restaurante,5.0,28,Excellent
El Tapeo del Soho,4.5,82,Excellent
Porto Pino Restaurant & Boutique,4.5,182,Excellent
Mojo Beach Cafe Bar,4.0,176,Excellent
Bico De Xeado,5.0,34,Excellent
Majao Tapas,4.5,98,Excellent
Rottehullet Dansk Bar,4.5,45,Excellent
IL PONTE cucina mediterranea,4.0,145,Excellent
Bulldog Burger & Cocktail Bar,5.0,19,Excellent
Taberna Laperica,4.5,58,Excellent
Cafeteria Biarritz,3.0,18,Average
Cafeteria La Pepa,4.0,529,Excellent
Garito CafeBarClub,4.0,154,Excellent
Cafetería California,4.5,45,Excellent
Parrilla Buenos Aires,3.5,282,Average
La Martina Gastrotienda,4.5,74,Excellent
Ro Burger,5.0,36,Excellent
La Chancla,4.0,371,Excellent
Cafe Bar Thyssen,4.5,43,Excellent
Soho Sibarita,4.0,148,Excellent
Nawaab Restaurant Majorca,4.0,61,Excellent
La siesta Italiana,4.5,26,Excellent
Restaurante Kaskai,4.0,306,Excellent
Ca Na Joana,4.0,136,Excellent
Caffe 011,4.5,26,Excellent
Restaurante Maricel,4.0,203,Excellent
Gran Sushi,4.5,76,Excellent
Pizzeria El Pavone,4.0,144,Excellent
IL PANINO & Ottavo Colle,5.0,32,Excellent
Lateral Strachan,4.0,205,Excellent
Cantina El Calambrito,4.0,272,Excellent
El Gallo Ronco,3.5,554,Average
Mon Paris Restaurante Lounge,4.5,15,Excellent
Westend Garden,4.5,15,Excellent
Ristorante Pizzeria Il Pomodoro,4.0,130,Excellent
Canela Fina,3.5,494,Average
Polifonía Café,5.0,32,Excellent
De Cuchara,4.5,74,Excellent
Entre2Mares Bar,5.0,26,Excellent
Los Platos De Soto,3.5,201,Average
Udon Malaga,4.0,279,Excellent
Colmado 93,4.5,37,Excellent
Lolita Taberna Andaluza,4.0,198,Excellent
Black & White,5.0,9,Excellent
La Placita,4.0,209,Excellent
"Mahalo Poké, Málaga",4.5,33,Excellent
Café El Español,4.5,4,Excellent
Che Gelats!,5.0,4,Excellent
La Pescaderia De Andi,4.5,20,Excellent
Restaurante Cenia,4.5,52,Excellent
La Barra Inka,5.0,24,Excellent
Meson La Estancia,4.5,79,Excellent
Luxalad Teatinos,5.0,17,Excellent
Beewi Blue,4.0,217,Excellent
Armonia Holiday Bar,4.5,46,Excellent
MARICARMEN Casa - Playa,3.5,500,Average
Block House Porto Pi,3.5,91,Average
Niente Male,4.5,57,Excellent
La Guerta,4.5,61,Excellent
NicPic,4.5,64,Excellent
Listo Pasta&Pizza Street Food,5.0,3,Excellent
La Romantica - Italian restaurant,4.0,196,Excellent
Montego Bay Mallorca,5.0,1 review,Excellent
Café Central,3.5,961,Average
Tuk Tuk Noodles Huelin,4.5,90,Excellent
Bar Cafeteria El Yerno,4.0,124,Excellent
Brunchit - Alhóndiga,4.0,87,Excellent
Meche’s Street Food,5.0,22,Excellent
Pelicano Beach Club Mallorca,3.0,294,Average
Ikatza Restaurant,4.0,41,Excellent
Bar La Marina,3.5,39,Average
La Huella,4.5,42,Excellent
La Taberna de Curro Castilla,4.0,174,Excellent
PX Wines & Spirits,4.5,33,Excellent
Fred,5.0,18,Excellent
Caffe 48 Bistro,5.0,21,Excellent
Restaurante Chiringuito Vicen Playa,4.0,169,Excellent
La Vegana Taperia,4.5,23,Excellent
El Tinglao de Lagunillas,4.5,39,Excellent
Sube,5.0,10,Excellent
"""Restaurante Tartaro",4.0,142,Excellent
Boston Coffe&Sandwich bar,5.0,19,Excellent
Amaretto Trattoria Cocktail Bar,4.0,166,Excellent
Las Tortugas Bar,3.5,296,Average
Arallo Taberna Mallorca,4.5,57,Excellent
BaraOnda,5.0,1 review,Excellent
Mekeni,4.5,17,Excellent
Robin Wood Factory,5.0,20,Excellent
Tabaré Grill,4.0,75,Excellent
La Farola de Cervantes,4.0,126,Excellent
Casa Carlos,4.5,34,Excellent
Imperio Grill Churrasquería Rodizio Steakhouse,4.5,22,Excellent
Santinis Gelato,5.0,23,Excellent
La Calle Burger Pedregalejo,4.0,85,Excellent
El Guacamole Autentica Comida Mexicana,4.0,114,Excellent
Molabassa,4.0,139,Excellent
Wine Spot,4.5,23,Excellent
Ola Ola Food Coffee & Drinks,5.0,20,Excellent
Es Fum,4.5,150,Excellent
Antidoto Y Veneno Palma,4.5,9,Excellent
Eme Good Food,5.0,1 review,Excellent
Canteen 14,5.0,19,Excellent
Restaurante Bruno Port Calanova,3.0,24,Average
Parador Malaga Gibralfaro,3.5,360,Average
Vermú,4.0,75,Excellent
Quentin's American Bar,5.0,3,Excellent
Deli Beach,4.0,1 review,Excellent
Moments Palma Bar,4.5,24,Excellent
Kappo Sushi Bar,5.0,14,Excellent
Caoba Cocktail Bar,5.0,12,Excellent
La Tapita,4.0,36,Excellent
Temptacions,5.0,18,Excellent
Cottontree Palma by Marion,4.5,32,Excellent
Canblanc Port,3.5,86,Average
Cafeteria Framil,4.0,126,Excellent
Vinostrum - La Fábrica,4.0,71,Excellent
Mesón Rincón Catedral,4.0,68,Excellent
Ziva to Go,4.0,117,Excellent
El Otro Tapeo de Cervantes,5.0,18,Excellent
Roshos,4.0,48,Excellent
Mr Mojito,4.0,14,Excellent
Restaurant Can Marques,4.5,36,Excellent
Cafeteria Restaurante Kontiki,4.5,24,Excellent
Sa Llimona,3.5,132,Average
Restaurante Bar Ona 2,4.0,129,Excellent
Pizza 8,4.0,20,Excellent
Antico Molino,4.5,23,Excellent
Etoh Bar,4.5,49,Excellent
Lulu Poke,4.0,36,Excellent
Ocho Kitchen,4.5,18,Excellent
Vieja Locanda,5.0,2,Excellent
La Campana De Muelle,4.5,18,Excellent
El Zaguan Taberna Urbana,4.0,73,Excellent
Treinta&Tres RestoBar,4.0,110,Excellent
Estambul Grill Restaurante,4.5,38,Excellent
Nanduti by Dora Ortiz,4.5,44,Excellent
Pleno - Almacén De Sabores,4.0,49,Excellent
Bistro de paris,4.5,18,Excellent
La Carmela Tapas,4.5,49,Excellent
Bendito,3.5,163,Average
Wok i més cocina asiatica,4.0,72,Excellent
Restaurante Factory,4.0,88,Excellent
Ola Poke,4.0,43,Excellent
Hemudu,4.5,28,Excellent
25 Degres,4.5,27,Excellent
Drunk-O-Rama,4.0,64,Excellent
Casa de Vinos La Odisea,3.5,263,Average
Cafe Del Viajero,5.0,15,Excellent
Ciao Belli Cafè,4.5,12,Excellent
La Cantina del CN,3.5,78,Average
Food la Vida,5.0,8,Excellent
Florida Huelin,4.5,20,Excellent
Vermutería San jaime,4.0,25,Excellent
Gottan Grill Centro,5.0,16,Excellent
Recoleta,4.5,31,Excellent
Vasos Vacios,4.5,12,Excellent
RD9,4.5,23,Excellent
Restaurante-Cafe Zanzibar,3.5,231,Average
La Caprese,4.5,7,Excellent
Manataco,4.0,38,Excellent
Cortijo Los Chalanes Restaurante,4.0,71,Excellent
Restaurante Strachan,3.5,285,Average
Gastrobar Saratoga,3.5,76,Average
Raw & Grill The Brasserie,4.5,12,Excellent
Vermuteria La Clasica,4.0,87,Excellent
Gin Burger 2,4.0,30,Excellent
Na Capitana Restaurant,4.5,20,Excellent
Palace Mallorca,5.0,5,Excellent
Mozz'Art,4.5,27,Excellent
Bruixeries,5.0,9,Excellent
S Anima,4.5,26,Excellent
La Bodega del Green,4.0,26,Excellent
El Apapacho  Taqueria Mexicana,4.0,13,Excellent
TEMPLE - Cocina Sana y Vegetal,4.5,10,Excellent
Sr. Nilsson Cafe,4.5,30,Excellent
Natural Pasta,5.0,5,Excellent
Bar & Pizzeria Es Forti,4.0,33,Excellent
Mama Rosa,3.5,18,Average
Ohana Poké & More,3.5,154,Average
Emblemàtic Cafè,3.5,29,Average
Bar Er Kalimotxo,4.5,15,Excellent
El Buen Culín Sidreria Asturiana,3.5,157,Average
JAPO y algo más,5.0,11,Excellent
Cervecería Tramuntana,4.0,44,Excellent
Green Iguana Bar,4.5,39,Excellent
Es Vi,4.5,55,Excellent
Puerto Cristal Restaurante,5.0,10,Excellent
Vermutería Daverios,4.0,41,Excellent
Casaamigos,4.0,70,Excellent
Pacifico31,4.5,32,Excellent
GreenGo Palma,4.0,16,Excellent
Restaurante DBandera,4.0,116,Excellent
La Tertulia del Limonar,4.5,19,Excellent
Vermú Brasas,4.0,19,Excellent
Twins Chill Out,3.5,69,Average
TGB The Good Burger Málaga Larios,3.5,148,Average
Restaurante Casa Juan,4.0,36,Excellent
Le Socrate,4.0,34,Excellent
Es Castell,4.0,49,Excellent
L&C RESTAURANT & BAR,4.5,11,Excellent
Volare nel blu,4.5,4,Excellent
Pasta & Sugo,4.5,18,Excellent
Singular Rooftop Terrace,4.0,29,Excellent
Rovers tree house,5.0,8,Excellent
Lola is cooking,4.0,20,Excellent
Semanasana,5.0,6,Excellent
Sky Bar Saratoga,4.5,5,Excellent
Vatel Cocina de Autor,5.0,13,Excellent
Risto Bar Italiano El encuentro,5.0,5,Excellent
GKTime Soho Malaga,4.5,22,Excellent
Turquesa by Isabella Restaurant,4.0,46,Excellent
Casa Lola Uncibay,4.0,51,Excellent
Del Món Beer Shop,4.5,3,Excellent
Vanini Swiss Chocolate since 1871,4.5,19,Excellent
Cafe Loira,4.0,43,Excellent
San Judas Cerveceria,4.5,6,Excellent
Restaurant Es Carbó,4.5,13,Excellent
Fa Gastrobar,4.5,13,Excellent
Calvo Y Bigotes,4.0,4,Excellent
Rooftop El Llorenc,5.0,5,Excellent
Bigotu2,4.0,27,Excellent
Detente Café,3.0,6,Average
El Mesoncito Del Limonar,4.5,15,Excellent
Mala The Cafe,5.0,5,Excellent
"""Anbata Irish Pub",4.5,32,Excellent
Cafe A Tres Bandas,4.0,22,Excellent
Restaurant Son Vida,4.0,25,Excellent
El Laterio de Palma,4.5,10,Excellent
Dichosa world food,5.0,3,Excellent
La Bodeguita de El Calaero,4.0,61,Excellent
Ben Trempat,4.5,20,Excellent
Restaurante Verd,5.0,5,Excellent
Bramasole Pizzería,4.0,37,Excellent
Bar restaurante ruiseñor,4.5,28,Excellent
Taberna Palosanto,4.5,29,Excellent
PRIME Bistro & Bar,5.0,1 review,Excellent
La Nueva Traiña,5.0,12,Excellent
Tuduri Pastisseria i Cafe,4.0,106,Excellent
Tasquita D' Esquina,5.0,5,Excellent
Malaga Nostrum,4.5,13,Excellent
La Tertulia Cafe Teatre,4.5,14,Excellent
Restaurante Sushi Oishii,5.0,1 review,Excellent
Bocagua - Reposteria Saludable,5.0,1 review,Excellent
Restaurante Lereo,4.5,19,Excellent
"La Cueva de 1900 - Alarcón Luján, 1",3.5,283,Average
Ton y Son,5.0,8,Excellent
Anima Coffee,4.5,10,Excellent
Cafe Toscana Palma de Mallorca,5.0,8,Excellent
María Tertulia,4.0,29,Excellent
Biokalma,5.0,6,Excellent
Sabor,5.0,10,Excellent
Ohana,4.0,2,Excellent
SAVIS On Tap,4.5,14,Excellent
Glück Burgers,5.0,5,Excellent
Otto Mare Restautante,3.5,24,Average
Nawaab Punjabi Restaurant,4.0,14,Excellent
Restaurante Son Quint,3.5,64,Average
Sazon,3.0,179,Average
El Descorche De Cervantes,4.0,32,Excellent
JJ Rousseau Restaurant,4.5,7,Excellent
Donatella Cafeteria Bar,4.5,8,Excellent
Nativo Coffee and Cocktails,3.5,74,Average
Royal Indian Restaurant,3.5,42,Average
Top Food,5.0,9,Excellent
"""Serenata Restaurant",3.5,34,Average
Toutatis Bar,5.0,2,Excellent
Pintamonas,4.0,9,Excellent
Natur Poke Palma,3.5,37,Average
Restaurante - Lounge Jesus Gutierrez,3.5,266,Average
Restaurante La Bernarda,4.0,30,Excellent
Beachside Portixol,4.5,7,Excellent
UDON Palma,3.5,161,Average
El Meollo,4.5,4,Excellent
Varadero Palma,3.0,424,Average
Sui Generis Avenida,4.5,5,Excellent
Pizzeria Aries,4.0,8,Excellent
Rodeo Grill Olivar,3.5,57,Average
Es raco d'es Sushi,4.5,12,Excellent
Salto Angel,4.0,8,Excellent
Clave 11,5.0,4,Excellent
Genki Sushi,5.0,7,Excellent
Xantar food & drinks,4.5,17,Excellent
Frapa's Foodtruck,4.5,11,Excellent
El Apartamento,3.5,315,Average
El León Verde,4.0,11,Excellent
Nova Del Mar,3.5,29,Average
Taberna Del Siglo,3.5,645,Average
cafe Es Far -,3.5,6,Average
DIP´t Food,4.0,5,Excellent
Cafeteria Restaurante Juandi,3.5,41,Average
La Toga,5.0,1 review,Excellent
Assaona Gastrobeach Palma Club,3.0,309,Average
La Grazia Cake & Dessert Shop,5.0,6,Excellent
Arroceria El Toro,3.5,76,Average
El Azteca Restaurante Mexicano y Tequila Bar,4.0,40,Excellent
De Entibo Gastrotapas & Streetfood,4.5,12,Excellent
Cervecería Byblos,3.5,19,Average
Pizzeria A Mi Manera Satelites,4.0,7,Excellent
Restaurante Casa Gloria,4.0,6,Excellent
Vegetariano El Tesoro del Puchero,4.5,11,Excellent
Plaza España Tapas Bar,3.5,3,Average
Heladeria Pasteleria Filippo,3.0,63,Average
Bellavista Mare,3.5,62,Average
4Gatos Taperia,4.5,15,Excellent
Sa Trattoria,4.5,12,Excellent
Limonar40,3.5,110,Average
Kale & Pepper Plant Food,5.0,7,Excellent
La Zumeria,5.0,7,Excellent
Bollywood 21,5.0,1 review,Excellent
Donde El Paisi,3.0,49,Average
Ca'n Cornut Bar - Restaurant,3.0,11,Average
Anima Beach,3.0,651,Average
